object_id,Z,Z_err,EBV,SpecType,English Translation,split,target,z,n_high_snr,n_detections,flux_amp,flux_skew,w_cv,snr_min,snr_max,u_max,u_snr_max,u_integral,u_energy_ratio,u_rise_time,u_fwhm,u_skew,u_lum_peak,g_max,g_snr_max,g_integral,g_energy_ratio,g_rise_time,g_fwhm,g_skew,g_lum_peak,g_decay_alpha,g_decay_ratio,g_half_life,r_max,r_snr_max,r_integral,r_energy_ratio,r_rise_time,r_fwhm,r_skew,r_lum_peak,r_decay_alpha,r_decay_ratio,r_half_life,i_max,i_snr_max,i_integral,i_energy_ratio,i_rise_time,i_fwhm,i_skew,i_half_life,z_max,z_snr_max,z_integral,z_energy_ratio,z_rise_time,z_fwhm,z_skew,y_max,y_snr_max,y_integral,y_energy_ratio,y_rise_time,y_fwhm,y_skew,color_ratio_g_r,flux_ratio_u_r,color_evol_g_r
Dornhoth_fervain_onodrim,3.049,0.0,0.11,AGN,Trawn Folk (Dwarfs) + northern + Ents (people) ,split_01,0,3.049,13,65,9.497792438226615,3.5221618871964884,4.164545755622126,-11.342381155003247,106.64792988750295,4.245251403694013,5.091116300043796,71.77586126058296,16.05634367754888,15.216942454927638,0.0,1.4891995369674236,39.46980464595612,1.3619147208248679,8.959325511621413,9.661325807711208,10.0,109.77927883427981,0.0,1.6318709450199669,12.662267287311845,0.0,1.0,46.73771301555985,13.2142962989615,44.464393490529396,54.13184733742934,8.121509799579927,98.91005186465765,0.0,1.7262827579343838,122.85861162426093,-0.3079146739481664,5.14308909412961,3.2607557421583397,27.072460523951282,106.64792988750295,100.62003646723615,13.680857610334257,109.77930353173714,0.0,2.5660720844404032,5.434601136082412,28.45782271418798,62.33878608813943,245.3655594239311,10.0,113.04008397135102,0.0,2.89711658916587,6.544561901284091,3.7622446806567593,-155.3756655366887,10.0,117.38777475919916,0.0,1.3092085203272845,0.10306372635735232,0.3212619867442852,1.1175107440976755
Dornhoth_galadh_ylf,0.4324,0.0,0.058,SN II,Trawn Folk (Dwarfs) + tree + drinking vessel ,split_01,0,0.4324,11,167,3.2073511186678525,4.269506702045244,3.0165339093758106,-2.3102836088920053,19.836973422841737,1.3661055720900426,2.311057183232048,-69.23664583102834,-0.2211232703285057,476.802010611561,535.9541329237652,0.26220841845695764,0.25678653652042804,1.4830415919605289,12.967939480612289,390.5920055669735,0.6054253542434994,1050.3983524155287,0.0,1.6193459638905614,0.27876697211083856,-0.2268430208484936,5.188674966452607,12.547472772967145,2.9587067108353513,13.723045147328248,368.8501323461116,1.7771239692228826,1014.5485897793953,26.887321977103785,2.309283481975732,0.5561473903461104,-0.6837085566234846,0.6584662639044259,53.77471376710215,5.6656003390744685,19.836973422841737,596.361792987022,1.6201456906855252,1028.8885786093263,0.0,3.679503413933667,34.057246579169565,7.73301085616076,17.183802650916444,478.59663755353716,1.0054240236983734,1073.700781904494,30.472284278136673,2.9914935819352957,12.051093982875308,14.65924710944901,774.8101311815441,4.105730012948196,1088.0406311086258,0.0,2.826858066544669,0.5012464010991515,0.4617237340096501,-1.0205362170362928
Elrim_melethril_thul,0.4673,0.0,0.577,AGN,Elves +  lover (fem.)  + breath,split_01,0,0.4673,20,35,17.575105947184245,-0.7201459619420456,0.8096914507220124,-8.692592358018311,20.016651584811004,4.564529286735132,1.1853114829051274,49.37485498942901,-0.9077693495880358,303.0507053772215,36.957404757035604,-0.32180485106530005,1.0013175488152923,6.879022190342483,15.34770116621335,1022.370947766804,0.34591099239702855,0.0,322.26852041164096,0.4532943799942949,1.5090462137896754,-0.2869136926284689,0.9738139444076768,243.91883050500874,9.192185351206204,20.016651584811004,1720.4367190998269,0.7330277703124816,0.0,335.5732297417011,0.6903473110022497,2.0164831740425058,0.10042731229308105,2.6518253457066474,240.96224357663803,11.743858037082841,14.273781130987006,5209.066172826209,0.39369167152526446,498.18578341171184,322.268588564028,-1.4007228861881353,322.268588564028,12.927936289829692,13.897389996403643,6321.261593268432,1.0264295823953014,422.79268043345036,322.268588564028,0.03757451612970994,11.479152444288376,5.770352275620864,30.348760226291354,10.0,523.3168404552597,0.0,0.0,0.7483553887525153,0.4965662261771023,0.9649837128617333
Ithil_tobas_rodwen,0.6946,0.0,0.012,AGN,moon +  roof  +  noble maiden,split_01,0,0.6946,82,798,2.2733811988401786,-1.1540226519563301,1.3246682830880085,-3.5914190104659567,13.762656641872312,1.6943854267116325,2.8317732870537076,243.25777764568934,17.224012545433805,1641.1431016168983,1069.8698217868487,-0.2813765039693084,0.8191830989685145,1.4186346768821954,13.450463541799836,614.6444527616665,0.6481015523741274,660.8516464062291,708.1760887525076,0.5349765140067876,0.6858661155791064,-0.036466587977323654,0.9995479839962729,99.71928478697258,1.91296729261253,13.762656641872312,851.4991796245231,6.999232212893136,1446.7749911483563,890.7131476454643,0.588770529615381,0.9248606900668541,-0.0942345175000822,1.0715931791311573,8.450784845979333,2.2590577234172113,9.934454593055353,906.7420367030708,0.6323167862801163,660.8516464062291,714.9366812227115,0.4901474129558383,99.71928478697258,3.028260831568451,5.839065556002845,1116.1299880273803,0.3769657552229324,645.6402100790756,916.0655021834067,0.5140523788856456,5.418110603524864,3.6303253341829858,608.936275375935,10.292540071503058,1609.0301546087564,1047.8977929894957,-0.9545924940732745,0.7415881812368014,0.8857362838971157,0.7374785647558206
Mirion_adar_Druadan,0.4161,0.0,0.058,AGN," jewel, Silmaril  + father + Wild Man ",split_01,0,0.4161,18,129,3.852164625982848,0.4469610613083233,3.270481901605157,-11.382593735196885,18.991121463685744,0.6832565785488071,1.8587547525665002,171.90099278789725,10.0,503.83835887296266,212.14243344396306,-0.7106873928107075,0.11898176081579222,1.7570395953914126,10.449257638479708,314.9355433045916,10.0,538.1554974931112,29.637525598475715,0.2690189178510038,0.3059694870801803,-0.09034914673448026,1.0180602855094658,232.42080361556293,2.6483800740198187,18.991121463685744,-25.757198542178667,10.0,703.5018007202893,182.50490784549248,-0.10872404495964463,0.4611868138695528,-0.061359232041848864,1.6098986470593446,56.15535626015114,5.874330780977794,9.874318260404353,498.59308434507716,10.0,779.9355271520404,0.0,1.7426579419805648,63.95473483510951,2.889826292917079,5.608220096033366,508.2415881568176,0.27542045092249035,444.563237059526,344.7315161358703,-0.1508907470019068,2.511305272069563,2.6405946835759013,-277.0176208505076,10.0,814.2526657721941,311.97422498410907,-0.7142665208248044,0.6634391147964622,0.2579902814030206,0.03971718844402369
Mirion_lalaith_neledh,1.197,0.0,0.054,AGN," jewel, Silmaril  + laughter + enter, go in ",split_01,0,1.197,36,119,2.946736557709948,-1.726327749338175,0.6054079855863028,-1.650839532122408,16.14150743863613,0.9941567308588345,2.1079794247058405,479.428762048979,4.540763411210425,793.118070095585,320.9608557123341,-0.4161875733967785,1.4254308681159746,1.5566367514556219,16.14150743863613,862.7720530378805,10.0,838.2117888029127,725.4776058261247,-0.10067575038517644,2.2319197839678337,0.0,1.0,0.0,2.762466431740511,15.215401902103395,1123.3871652641071,0.5244062213676902,299.74028220300386,652.5319526627209,0.6558383698744241,3.960849232027431,-0.035326856161845215,1.0998962950647713,196.2900773782445,3.262870461131391,11.103639143931161,1282.3526146792708,3.3684956116965457,835.5591715976332,562.3446062812937,-0.08034957839234609,74.27196176604349,3.4292475822124313,5.620818181043982,1545.1019582183237,0.5413169321879181,212.20550751024382,771.8975421028672,0.041604222969727454,4.753125672402448,3.1140102869377593,670.8817832384275,10.0,862.0848884842976,713.5410104688231,-1.416911601943546,0.5634950600937411,0.35987998245194125,1.080977374215769
Rochirrim_lebdas_pethron,0.1806,0.0,0.153,SN Ib,Horse.Lords (People)  +   index finger  + narrator,split_01,0,0.1806,10,138,2.6189355720548577,0.7933807764894925,1.859232341984486,-1.9906865568956071,10.958380349537677,1.234013410265482,1.516097638665695,-173.45729340060842,0.41268747073587625,349.3608334745035,21.72192105708904,-0.08307539523686408,0.041483039044312144,0.5888696465027872,5.720388496946677,106.34141839451725,33.7387636796925,579.2511434863661,939.4729798407568,1.1951985503145919,0.019795654029910438,0.2829239955148823,3.5619032866836773,23.53210232085316,1.3583301682729074,10.958380349537677,211.59976881321285,0.4772724405545058,622.6949856005381,226.27003218702578,0.804326552697807,0.04566211593552264,-0.24866043112787606,0.7098636816333859,19.911824496022493,2.4088734568222128,10.08643580131783,242.73812602803244,0.940664846545897,628.1255293918305,12.671099440959855,1.1331600688465644,30.772657970526822,2.1262785478240485,5.956019244606223,568.1953716424308,0.8627556259509902,646.2271726240949,352.98119600203177,0.6987713535337841,2.0570108790445616,1.736293749546025,218.72195738914257,2.1143141937770094,622.6949856005381,622.6949856005381,0.0419636089474722,0.43352435713561954,0.9084775782878538,-0.9634633593231695
acharn_lend_Mithrim,0.1887,0.0,0.051,AGN,"vengeance + journey, way + Sindar",split_01,0,0.1887,59,108,7.5707030340606165,0.47826323941579085,0.8313367378918878,-7.385942541621034,40.08926631869839,3.010951363223815,6.482605979563742,601.1870615073947,0.9690016920016444,274.9738369647527,69.96374190291912,-0.7320632480116306,0.11022397410997484,3.8058935670958727,30.06282347447066,973.4134096468977,0.3669657039000017,273.34676537394046,52.066038529484736,-0.41202658057365493,0.13932497187723994,-0.16895414953503823,3.719064079106756,255.44906200050605,8.622554458798861,40.08926631869839,2477.247909278598,10.0,1228.433330529151,724.0434928913941,0.10913310891959659,0.31565180063582654,0.0,1.0,0.0,7.023598703641227,28.228399012684395,2153.552870856583,10.0,1192.637923782282,683.3668713720884,0.21625574885760301,0.0,6.572112269936464,14.54527535365738,2388.590045623821,0.5026232817245919,514.1522671826367,706.1457053924465,0.22604781824053527,10.033310816913156,9.677833839586292,2630.4404974281274,10.0,1213.789686211828,702.891646336335,0.697370775291852,0.4413881227301542,0.3491947807829173,0.43096150853313864
achas_iar_gaur,1.238,0.0,0.046,AGN,achas + blood + werewolf,split_01,0,1.238,14,162,2.233591841284011,-1.3262709729909483,1.4795119528422604,-3.4822194767329813,7.180036126018655,0.4650611376743813,1.065157519500013,115.25944706393395,9.011504448414836,869.9828418230563,694.9253351206423,0.511802905197524,0.7132382234274887,0.21565109949024386,2.1479362985052757,-21.794198623275413,10.0,0.0,669.7276586237714,0.15202569403337504,0.3307320148266155,-0.2759002484561193,0.9977497578377752,7.957193923145437,1.1400746845127068,7.180036126018655,675.7056739113501,0.4442879323423787,381.9436997319039,842.1327971403045,-0.9012886102343479,1.7484686994548053,0.22322145073288543,1.0019868230240865,80.89781054512903,0.6745867149117071,1.6413081917478651,77.73564935996424,-0.5924398597230583,489.3653708668475,692.2729222520101,-0.15923631931925283,27.850044682751793,2.621346385867646,2.0178270802067217,84.66609012058613,-9.276460342940645,423.05567470956294,0.0,1.082273352891545,2.212050671922775,1.582126978314675,-807.4613877958279,10.0,1013.2117515638971,843.458981233245,-0.5504885610133496,0.1891550731409712,0.4079212845181928,-0.0160879421399301
aduial_nur_luith,2.201,0.0,0.012,AGN,"evening, twilight  + race + spell",split_01,0,2.201,12,103,2.856189821831903,0.6638452119822602,1.7376852302208905,-4.173225546391356,11.737924111530443,1.1612215722884915,3.815932967366055,335.9509386020173,4.058685687111222,470.9981568259914,0.0,0.4772106896820684,5.62658416758823,1.3102176509427086,11.737924111530443,375.39442244225677,3.473665764580582,571.8384879725091,0.0,1.4900208845868037,6.348529916095452,0.0,1.0,205.36994689159567,2.0203615033656006,10.366742645234613,535.6190502300617,11.99893204063605,618.5693845673228,75.015370196813,0.31481106673260884,9.789461648769185,-0.4614409423313084,27.15405638635055,146.34145579506355,2.2895580091206305,8.405289960837983,506.4809919669461,1.1180942882009557,472.2278975320203,131.58434864105055,0.8907255172691577,233.65445173383392,2.759867755229712,5.991885845528971,448.14917770326053,1.0288849104539364,570.6087160262413,54.10943455170412,0.33467463227954003,3.0113605275012816,2.7402185477318493,416.90724366295007,10.0,876.8190253045914,759.991815057795,0.6015542907538948,0.6485062204233625,0.5747590199056269,2.4783066499095323
